StoreName,Locationnumber,State,BUCode,last_30d_recharge,active_days_30d,prev_30d_recharge,last_7d_recharge,days_since_last_recharge,churn_30d
Vidyaranyapura  Bangalore,136,Karnataka,153,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Vidyaranyapura 2,21015,Karnataka,153,-84.76,1,0.0,-84.76,0,0
Vignan Nagar  Bangalore,121,Karnataka,153,-381.42,1,0.0,-381.42,0,0
Vijaynagar OR,21950,Karnataka,153,-211.9,1,0.0,-211.9,0,0
Vijaywada  Seemandhra,160,AndraPRadesh,151,-678.08,1,0.0,-678.08,0,0
Vikas Marg  Delhi,186,Delhi,111,-762.84,1,0.0,-762.84,0,0
Vikas Puri  Delhi,468,Delhi,111,-762.84,1,0.0,-762.84,0,0
Vikrampuri AOR  Hyderabad,909,Telangana,24136,-4788.18,1,0.0,-4788.18,0,0
Vile Parle  Mumbai,77,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
Vile Parle West NGS,22902,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Villupuram AOR,20888,Tamil Nadu,155,-42.38,1,0.0,-42.38,0,0
Vinobhnagara Shivamogga,21226,Karnataka,153,-211.9,1,0.0,-211.9,0,0
Virar East,20807,Maharashtra,17327,-381.42,1,0.0,-381.42,0,0
Vishnu Garden Mini Aor,21038,Delhi,111,-423.8,1,0.0,-423.8,0,0
Vivekananda Nagar OR,20614,Telangana,15136,-211.9,1,0.0,-211.9,0,0
Vizianagaram OR,20717,Telangana,15136,-550.94,1,0.0,-550.94,0,0
WARJE NGS,22881,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Wagholi OR,20608,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Wakad Store,20660,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Wanowrie  Pune  MH,198,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Warangal  Hyderabad,210,Telangana,15136,-762.84,1,0.0,-762.84,0,0
Wardha Store,20962,Maharashtra,17327,-466.18,1,0.0,-466.18,0,0
West Maredpally Aor,20856,Telangana,15136,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Whitefield EPIP Zone Bangalore,596,Karnataka,153,-2796.7000000000003,1,0.0,-2796.7000000000003,0,0
Whitefield NGS,22788,Karnataka,153,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Wilson Garden OR,20565,Karnataka,153,-550.94,1,0.0,-550.94,0,0
Worli MUM,20870,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Yelahanka  Bangalore,157,Karnataka,153,-1101.88,1,0.0,-1101.88,0,0
Zirakpur  Chandigarh,759,Punjab,115,-678.08,1,0.0,-678.08,0,0
Zoo Road  Guwahati,196,Assam,131,-339.04,1,0.0,-339.04,0,0
aor store Rewari,21601,Haryana,11106,-423.8,1,0.0,-423.8,0,0
goregaon east aor,20765,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
jogeshwari NGS,20766,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
korattur Mini,21089,Tamil Nadu,155,-211.9,1,0.0,-211.9,0,0
kurmannapalem or store,20715,AndraPRadesh,151,-678.08,1,0.0,-678.08,0,0
mini store sanoli road panipat,21888,Haryana,11106,-42.38,1,0.0,-42.38,0,0
